PlanId,PlanType,MetalLevel,PlanVariantMarketingName,Asthma Management Program,Depression Management Program,Diabetes Management Program,Heart Disease Management Program,High Blood Pressure & High Cholesterol Management Program,Low Back Pain Management Program,Pain Management Program,Pregnancy Management Program,Weight Loss Management Program
21663FL0130002-06,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130002-01,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130002-00,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130002-05,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130006-00,EPO,Bronze,Ambetter Essential Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130006-01,EPO,Bronze,Ambetter Essential Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130006-03,EPO,Bronze,Ambetter Essential Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130006-02,EPO,Bronze,Ambetter Essential Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130009-01,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130009-05,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130009-02,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130009-04,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130009-06,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130009-00,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130009-03,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130019-00,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130020-01,EPO,Gold,Ambetter Secure Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130020-02,EPO,Gold,Ambetter Secure Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130020-03,EPO,Gold,Ambetter Secure Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130021-00,EPO,Gold,Ambetter Secure Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130021-01,EPO,Gold,Ambetter Secure Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130021-02,EPO,Gold,Ambetter Secure Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130021-03,EPO,Gold,Ambetter Secure Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130022-00,EPO,Gold,Ambetter Secure Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130022-01,EPO,Gold,Ambetter Secure Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130019-02,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130019-05,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130019-03,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130019-06,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130019-01,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130019-04,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130020-00,EPO,Gold,Ambetter Secure Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130022-02,EPO,Gold,Ambetter Secure Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130022-03,EPO,Gold,Ambetter Secure Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130023-03,EPO,Bronze,Ambetter Essential Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130023-01,EPO,Bronze,Ambetter Essential Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130023-00,EPO,Bronze,Ambetter Essential Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130023-02,EPO,Bronze,Ambetter Essential Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130024-03,EPO,Bronze,Ambetter Essential Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130024-01,EPO,Bronze,Ambetter Essential Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130024-00,EPO,Bronze,Ambetter Essential Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130024-02,EPO,Bronze,Ambetter Essential Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130025-00,EPO,Expanded Bronze,Ambetter Essential Care 2 HSA (2020),1,0,1,1,1,1,0,0,0
21663FL0130025-02,EPO,Expanded Bronze,Ambetter Essential Care 2 (2020),1,0,1,1,1,1,0,0,0
21663FL0130025-01,EPO,Expanded Bronze,Ambetter Essential Care 2 HSA (2020),1,0,1,1,1,1,0,0,0
21663FL0130025-03,EPO,Expanded Bronze,Ambetter Essential Care 2 HSA (2020),1,0,1,1,1,1,0,0,0
21663FL0130026-00,EPO,Expanded Bronze,Ambetter Essential Care 2 HSA (2020),1,0,1,1,1,1,0,0,0
21663FL0130026-03,EPO,Expanded Bronze,Ambetter Essential Care 2 HSA (2020),1,0,1,1,1,1,0,0,0
21663FL0130031-01,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130031-02,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130031-03,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130031-04,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130031-05,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130031-06,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130026-01,EPO,Expanded Bronze,Ambetter Essential Care 2 HSA (2020),1,0,1,1,1,1,0,0,0
21663FL0130026-02,EPO,Expanded Bronze,Ambetter Essential Care 2 (2020),1,0,1,1,1,1,0,0,0
21663FL0130027-00,EPO,Expanded Bronze,Ambetter Essential Care 2 HSA (2020),1,0,1,1,1,1,0,0,0
21663FL0130027-02,EPO,Expanded Bronze,Ambetter Essential Care 2 (2020),1,0,1,1,1,1,0,0,0
21663FL0130027-03,EPO,Expanded Bronze,Ambetter Essential Care 2 HSA (2020),1,0,1,1,1,1,0,0,0
21663FL0130027-01,EPO,Expanded Bronze,Ambetter Essential Care 2 HSA (2020),1,0,1,1,1,1,0,0,0
21663FL0130028-00,EPO,Expanded Bronze,Ambetter Essential Care 10 (2020),1,0,1,1,1,1,0,0,0
21663FL0130028-01,EPO,Expanded Bronze,Ambetter Essential Care 10 (2020),1,0,1,1,1,1,0,0,0
21663FL0130028-02,EPO,Expanded Bronze,Ambetter Essential Care 10 (2020),1,0,1,1,1,1,0,0,0
21663FL0130028-03,EPO,Expanded Bronze,Ambetter Essential Care 10 (2020),1,0,1,1,1,1,0,0,0
21663FL0130029-02,EPO,Expanded Bronze,Ambetter Essential Care 10 (2020),1,0,1,1,1,1,0,0,0
21663FL0130029-00,EPO,Expanded Bronze,Ambetter Essential Care 10 (2020),1,0,1,1,1,1,0,0,0
21663FL0130029-01,EPO,Expanded Bronze,Ambetter Essential Care 10 (2020),1,0,1,1,1,1,0,0,0
21663FL0130029-03,EPO,Expanded Bronze,Ambetter Essential Care 10 (2020),1,0,1,1,1,1,0,0,0
21663FL0130030-02,EPO,Expanded Bronze,Ambetter Essential Care 10 (2020),1,0,1,1,1,1,0,0,0
21663FL0130030-01,EPO,Expanded Bronze,Ambetter Essential Care 10 (2020),1,0,1,1,1,1,0,0,0
21663FL0130030-03,EPO,Expanded Bronze,Ambetter Essential Care 10 (2020),1,0,1,1,1,1,0,0,0
21663FL0130030-00,EPO,Expanded Bronze,Ambetter Essential Care 10 (2020),1,0,1,1,1,1,0,0,0
21663FL0130031-00,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130032-00,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130032-01,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130032-02,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130032-03,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130032-04,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130032-05,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130032-06,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0
21663FL0130037-06,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130037-05,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130042-06,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0150011-00,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0130033-00,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130033-01,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130033-02,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130033-03,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130033-04,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130033-05,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130033-06,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130034-00,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130034-01,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130034-02,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130034-03,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130034-04,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130034-05,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130034-06,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0
21663FL0130035-00,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130035-01,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130035-02,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130035-03,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130035-04,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130035-05,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130035-06,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130036-00,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130036-01,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130036-02,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130036-03,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130036-04,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130036-05,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130036-06,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130037-04,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130037-03,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130037-00,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130037-01,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130037-02,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130038-06,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130038-03,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130038-04,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130038-05,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130038-01,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130038-00,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130038-02,EPO,Silver,Ambetter Balanced Care 11 (2020),1,0,1,1,1,1,0,0,0
21663FL0130039-01,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130039-03,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130039-05,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130039-06,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130039-02,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130039-04,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130039-00,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130040-05,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130040-03,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130040-00,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130040-06,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130040-02,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130040-04,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130040-01,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130041-01,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130041-05,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130041-03,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130041-00,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130041-04,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130041-02,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130041-06,EPO,Silver,Ambetter Balanced Care 12 (2020),1,0,1,1,1,1,0,0,0
21663FL0130042-00,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130042-03,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130042-02,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130042-01,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130042-05,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130042-04,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130043-05,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130043-01,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130043-02,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130043-00,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130043-03,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130043-06,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130043-04,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130044-01,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130044-05,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130044-00,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130044-03,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130044-02,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130044-06,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130044-04,EPO,Silver,Ambetter Balanced Care 15 (2020),1,0,1,1,1,1,0,0,0
21663FL0130070-00,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130070-06,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130070-05,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130070-04,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130070-03,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130070-01,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0130070-02,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0
21663FL0150001-01,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150001-05,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150001-02,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150001-06,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150001-03,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150001-00,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150001-04,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150011-01,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150011-04,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150011-05,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150011-02,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150011-03,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150011-06,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150020-00,EPO,Gold,Ambetter Secure Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150020-03,EPO,Gold,Ambetter Secure Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150020-01,EPO,Gold,Ambetter Secure Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150020-02,EPO,Gold,Ambetter Secure Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150021-02,EPO,Gold,Ambetter Secure Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150021-03,EPO,Gold,Ambetter Secure Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150021-00,EPO,Gold,Ambetter Secure Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150021-01,EPO,Gold,Ambetter Secure Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150022-00,EPO,Gold,Ambetter Secure Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150025-00,EPO,Bronze,Ambetter Essential Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150026-03,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150026-06,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150026-04,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150026-05,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150026-01,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150026-02,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150022-02,EPO,Gold,Ambetter Secure Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150022-01,EPO,Gold,Ambetter Secure Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150022-03,EPO,Gold,Ambetter Secure Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150023-00,EPO,Bronze,Ambetter Essential Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150023-01,EPO,Bronze,Ambetter Essential Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150023-02,EPO,Bronze,Ambetter Essential Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150023-03,EPO,Bronze,Ambetter Essential Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150024-01,EPO,Bronze,Ambetter Essential Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150024-03,EPO,Bronze,Ambetter Essential Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150024-00,EPO,Bronze,Ambetter Essential Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150024-02,EPO,Bronze,Ambetter Essential Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150025-02,EPO,Bronze,Ambetter Essential Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150025-03,EPO,Bronze,Ambetter Essential Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150025-01,EPO,Bronze,Ambetter Essential Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150026-00,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150027-04,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150027-00,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150027-05,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150027-03,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150027-01,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150027-06,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150027-02,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150028-02,EPO,Expanded Bronze,Ambetter Essential Care 10 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150028-01,EPO,Expanded Bronze,Ambetter Essential Care 10 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150028-03,EPO,Expanded Bronze,Ambetter Essential Care 10 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150028-00,EPO,Expanded Bronze,Ambetter Essential Care 10 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150029-00,EPO,Expanded Bronze,Ambetter Essential Care 10 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150029-01,EPO,Expanded Bronze,Ambetter Essential Care 10 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150029-02,EPO,Expanded Bronze,Ambetter Essential Care 10 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150029-03,EPO,Expanded Bronze,Ambetter Essential Care 10 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150030-03,EPO,Expanded Bronze,Ambetter Essential Care 10 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150030-02,EPO,Expanded Bronze,Ambetter Essential Care 10 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150030-01,EPO,Expanded Bronze,Ambetter Essential Care 10 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150030-00,EPO,Expanded Bronze,Ambetter Essential Care 10 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150031-06,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150031-04,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150031-05,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150032-06,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150031-00,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
