,PlanId,StandardComponentId,BenefitName,Exclusions
117354,36194FL0160006-00,36194FL0160006,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
117423,36194FL0160006-01,36194FL0160006,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
117424,36194FL0160006-01,36194FL0160006,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
117425,36194FL0160006-01,36194FL0160006,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
117426,36194FL0160006-01,36194FL0160006,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
117434,36194FL0160006-01,36194FL0160006,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
117503,36194FL0160006-02,36194FL0160006,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
117504,36194FL0160006-02,36194FL0160006,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
117505,36194FL0160006-02,36194FL0160006,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
117506,36194FL0160006-02,36194FL0160006,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
117514,36194FL0160006-02,36194FL0160006,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
117583,36194FL0160006-03,36194FL0160006,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
117584,36194FL0160006-03,36194FL0160006,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
117585,36194FL0160006-03,36194FL0160006,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
117586,36194FL0160006-03,36194FL0160006,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
117656,36194FL0160008-00,36194FL0160008,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
117657,36194FL0160008-00,36194FL0160008,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
117658,36194FL0160008-00,36194FL0160008,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
117659,36194FL0160008-00,36194FL0160008,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
117667,36194FL0160008-00,36194FL0160008,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
117736,36194FL0160008-01,36194FL0160008,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
117737,36194FL0160008-01,36194FL0160008,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
117738,36194FL0160008-01,36194FL0160008,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
117739,36194FL0160008-01,36194FL0160008,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
117747,36194FL0160008-01,36194FL0160008,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
117808,36194FL0160008-02,36194FL0160008,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
117809,36194FL0160008-02,36194FL0160008,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
117810,36194FL0160008-02,36194FL0160008,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
117811,36194FL0160008-02,36194FL0160008,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
117819,36194FL0160008-02,36194FL0160008,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
117888,36194FL0160008-03,36194FL0160008,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
117889,36194FL0160008-03,36194FL0160008,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
117890,36194FL0160008-03,36194FL0160008,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
117891,36194FL0160008-03,36194FL0160008,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
117899,36194FL0160008-03,36194FL0160008,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
118009,36194FL0160008-05,36194FL0160008,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118010,36194FL0160008-05,36194FL0160008,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118011,36194FL0160008-05,36194FL0160008,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118012,36194FL0160008-05,36194FL0160008,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118020,36194FL0160008-05,36194FL0160008,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
118089,36194FL0160008-06,36194FL0160008,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118090,36194FL0160008-06,36194FL0160008,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118091,36194FL0160008-06,36194FL0160008,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118092,36194FL0160008-06,36194FL0160008,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118100,36194FL0160008-06,36194FL0160008,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
118212,36194FL0330001-00,36194FL0330001,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118213,36194FL0330001-00,36194FL0330001,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118214,36194FL0330001-00,36194FL0330001,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118215,36194FL0330001-00,36194FL0330001,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118223,36194FL0330001-00,36194FL0330001,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
118293,36194FL0330001-01,36194FL0330001,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118294,36194FL0330001-01,36194FL0330001,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118295,36194FL0330001-01,36194FL0330001,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118296,36194FL0330001-01,36194FL0330001,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118304,36194FL0330001-01,36194FL0330001,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
118348,36194FL0330001-02,36194FL0330001,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118349,36194FL0330001-02,36194FL0330001,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118350,36194FL0330001-02,36194FL0330001,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118351,36194FL0330001-02,36194FL0330001,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118359,36194FL0330001-02,36194FL0330001,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
118429,36194FL0330001-03,36194FL0330001,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118430,36194FL0330001-03,36194FL0330001,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118431,36194FL0330001-03,36194FL0330001,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118432,36194FL0330001-03,36194FL0330001,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118440,36194FL0330001-03,36194FL0330001,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
118510,36194FL0330002-00,36194FL0330002,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118511,36194FL0330002-00,36194FL0330002,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118512,36194FL0330002-00,36194FL0330002,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118513,36194FL0330002-00,36194FL0330002,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118521,36194FL0330002-00,36194FL0330002,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
118574,36194FL0330002-01,36194FL0330002,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118575,36194FL0330002-01,36194FL0330002,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118576,36194FL0330002-01,36194FL0330002,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118577,36194FL0330002-01,36194FL0330002,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118585,36194FL0330002-01,36194FL0330002,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
118655,36194FL0330002-02,36194FL0330002,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118656,36194FL0330002-02,36194FL0330002,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118657,36194FL0330002-02,36194FL0330002,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118658,36194FL0330002-02,36194FL0330002,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118666,36194FL0330002-02,36194FL0330002,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
118736,36194FL0330002-03,36194FL0330002,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118737,36194FL0330002-03,36194FL0330002,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118738,36194FL0330002-03,36194FL0330002,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118739,36194FL0330002-03,36194FL0330002,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118785,36194FL0330003-06,36194FL0330003,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118786,36194FL0330003-06,36194FL0330003,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118787,36194FL0330003-06,36194FL0330003,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118788,36194FL0330003-06,36194FL0330003,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118797,36194FL0330002-03,36194FL0330002,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
118867,36194FL0330003-00,36194FL0330003,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118868,36194FL0330003-00,36194FL0330003,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118869,36194FL0330003-00,36194FL0330003,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118870,36194FL0330003-00,36194FL0330003,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118878,36194FL0330003-00,36194FL0330003,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
118939,36194FL0330003-01,36194FL0330003,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118940,36194FL0330003-01,36194FL0330003,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118941,36194FL0330003-01,36194FL0330003,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
118942,36194FL0330003-01,36194FL0330003,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
118950,36194FL0330003-01,36194FL0330003,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
119020,36194FL0330003-02,36194FL0330003,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119021,36194FL0330003-02,36194FL0330003,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119022,36194FL0330003-02,36194FL0330003,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119023,36194FL0330003-02,36194FL0330003,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119031,36194FL0330003-02,36194FL0330003,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
119101,36194FL0330003-03,36194FL0330003,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119102,36194FL0330003-03,36194FL0330003,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119103,36194FL0330003-03,36194FL0330003,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119104,36194FL0330003-03,36194FL0330003,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119112,36194FL0330003-03,36194FL0330003,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
119165,36194FL0330003-04,36194FL0330003,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119166,36194FL0330003-04,36194FL0330003,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119167,36194FL0330003-04,36194FL0330003,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119168,36194FL0330003-04,36194FL0330003,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119176,36194FL0330003-04,36194FL0330003,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
119246,36194FL0330003-05,36194FL0330003,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119247,36194FL0330003-05,36194FL0330003,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119248,36194FL0330003-05,36194FL0330003,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119249,36194FL0330003-05,36194FL0330003,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119257,36194FL0330003-05,36194FL0330003,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
119314,36194FL0330003-06,36194FL0330003,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
119353,36194FL0330007-06,36194FL0330007,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119354,36194FL0330007-06,36194FL0330007,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119355,36194FL0330007-06,36194FL0330007,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119356,36194FL0330007-06,36194FL0330007,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119439,36194FL0330007-00,36194FL0330007,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119440,36194FL0330007-00,36194FL0330007,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119441,36194FL0330007-00,36194FL0330007,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119442,36194FL0330007-00,36194FL0330007,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119450,36194FL0330007-00,36194FL0330007,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
119520,36194FL0330007-01,36194FL0330007,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119521,36194FL0330007-01,36194FL0330007,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119522,36194FL0330007-01,36194FL0330007,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119523,36194FL0330007-01,36194FL0330007,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119531,36194FL0330007-01,36194FL0330007,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
119601,36194FL0330007-02,36194FL0330007,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119602,36194FL0330007-02,36194FL0330007,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119603,36194FL0330007-02,36194FL0330007,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119604,36194FL0330007-02,36194FL0330007,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119612,36194FL0330007-02,36194FL0330007,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
119682,36194FL0330007-03,36194FL0330007,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119683,36194FL0330007-03,36194FL0330007,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119684,36194FL0330007-03,36194FL0330007,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119685,36194FL0330007-03,36194FL0330007,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119693,36194FL0330007-03,36194FL0330007,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
119739,36194FL0330007-04,36194FL0330007,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119740,36194FL0330007-04,36194FL0330007,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119741,36194FL0330007-04,36194FL0330007,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119742,36194FL0330007-04,36194FL0330007,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119750,36194FL0330007-04,36194FL0330007,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
119820,36194FL0330007-05,36194FL0330007,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119821,36194FL0330007-05,36194FL0330007,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119822,36194FL0330007-05,36194FL0330007,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119823,36194FL0330007-05,36194FL0330007,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119831,36194FL0330007-05,36194FL0330007,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
119898,36194FL0330007-06,36194FL0330007,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
119968,36194FL0330011-00,36194FL0330011,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119969,36194FL0330011-00,36194FL0330011,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119970,36194FL0330011-00,36194FL0330011,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
119971,36194FL0330011-00,36194FL0330011,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
119979,36194FL0330011-00,36194FL0330011,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
120049,36194FL0330011-01,36194FL0330011,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120050,36194FL0330011-01,36194FL0330011,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120051,36194FL0330011-01,36194FL0330011,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120052,36194FL0330011-01,36194FL0330011,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120060,36194FL0330011-01,36194FL0330011,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
120130,36194FL0330012-00,36194FL0330012,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120131,36194FL0330012-00,36194FL0330012,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120132,36194FL0330012-00,36194FL0330012,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120133,36194FL0330012-00,36194FL0330012,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120141,36194FL0330012-00,36194FL0330012,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
120211,36194FL0330012-01,36194FL0330012,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120212,36194FL0330012-01,36194FL0330012,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120213,36194FL0330012-01,36194FL0330012,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120214,36194FL0330012-01,36194FL0330012,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120222,36194FL0330012-01,36194FL0330012,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
120275,36194FL0330012-02,36194FL0330012,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120276,36194FL0330012-02,36194FL0330012,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120277,36194FL0330012-02,36194FL0330012,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120278,36194FL0330012-02,36194FL0330012,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120299,36194FL0330013-00,36194FL0330013,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120300,36194FL0330013-00,36194FL0330013,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120301,36194FL0330013-00,36194FL0330013,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120302,36194FL0330013-00,36194FL0330013,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120310,36194FL0330013-00,36194FL0330013,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
120323,36194FL0330013-05,36194FL0330013,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
