State,Issuer_Name,Issuer_ID,Is_Issuer_New_to_Exchange? (Yes_or_No),Plan_ID,URL_Claims_Payment_Policies,Issuer_Claims_Received,Issuer_Claims_Denials,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received,Plan_Number_Claims_Denied,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excl_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Incl_Behavioral_Health,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Enrollment_Data,Disenrollment_Data
FL,"Health Options, Inc.",30252,No,30252FL0070017,https://www.floridablue.com/members/tools-resources/transparency,19045851,92770,2249,818,36.4%,90,17,18.9%,176627,3247,43,**,872,46,**,2286,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,5604,1578
FL,Guardian Life Insurance Company of America,15833,No,15833FL0130001,https://dentalexchange.guardiandirect.com/our-plans/,63226,25031,*,*,*,*,*,*,3659,1144,**,*,651,**,N/A,493,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=64246&:refresh,2061,535
FL,Guardian Life Insurance Company of America,15833,No,15833FL0140001,https://dentalexchange.guardiandirect.com/our-plans/,63226,25031,*,*,*,*,*,*,7960,1989,**,*,1420,**,N/A,569,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=64246&:refresh,2064,713
FL,Guardian Life Insurance Company of America,15833,No,15833FL0150001,https://dentalexchange.guardiandirect.com/our-plans/,63226,25031,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=64246&:refresh,N/A,N/A
FL,Guardian Life Insurance Company of America,15833,No,15833FL0120003,https://dentalexchange.guardiandirect.com/our-plans/,63226,25031,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=64246&:refresh,N/A,N/A
FL,"Molina Healthcare of Florida, Inc",54172,No,54172FL0010001,http://www.molinahealthcare.com/members/fl/en-US/mem/marketplace/resources/Pages/faq.aspx,7807828,1910798,"1,033",367,35.5%,28,11,39.3%,*,*,*,*,*,*,*,*,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13128&:refresh,4569,827
FL,"Molina Healthcare of Florida, Inc",54172,No,54172FL0050002,http://www.molinahealthcare.com/members/fl/en-US/mem/marketplace/resources/Pages/faq.aspx,7807828,1910798,1033,367,35.5%,28,11,39.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13128&:refresh,1542,1301
FL,"Molina Healthcare of Florida, Inc",54172,No,54172FL0040002,http://www.molinahealthcare.com/members/fl/en-US/mem/marketplace/resources/Pages/faq.aspx,7807828,1910798,1033,367,35.5%,28,11,39.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13128&:refresh,183,88
FL,"Molina Healthcare of Florida, Inc",54172,No,54172FL0040001,http://www.molinahealthcare.com/members/fl/en-US/mem/marketplace/resources/Pages/faq.aspx,7807828,1910798,1033,367,35.5%,28,11,39.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13128&:refresh,5439,2567
FL,"Molina Healthcare of Florida, Inc",54172,No,54172FL0010002,http://www.molinahealthcare.com/members/fl/en-US/mem/marketplace/resources/Pages/faq.aspx,7807828,1910798,"1,033",367,35.5%,28,11,39.3%,*,*,*,*,*,*,*,*,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13128&:refresh,14332,17956
FL,"Molina Healthcare of Florida, Inc",54172,No,54172FL0040003,http://www.molinahealthcare.com/members/fl/en-US/mem/marketplace/resources/Pages/faq.aspx,7807828,1910798,1033,367,35.5%,28,11,39.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13128&:refresh,29,12
FL,"Molina Healthcare of Florida, Inc",54172,No,54172FL0050001,http://www.molinahealthcare.com/members/fl/en-US/mem/marketplace/resources/Pages/faq.aspx,7807828,1910798,1033,367,35.5%,28,11,39.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13128&:refresh,N/A,N/A
FL,"Molina Healthcare of Florida, Inc",54172,No,54172FL0010003,http://www.molinahealthcare.com/members/fl/en-US/mem/marketplace/resources/Pages/faq.aspx,7807828,1910798,"1,033",367,35.5%,28,11,39.3%,*,*,*,*,*,*,*,*,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13128&:refresh,29614,5245
FL,"LIBERTY Dental Plan of Florida, Inc.",85019,No,85019FL0020002,https://www.libertydentalplan.com/Individual-Marketplace/Florida-1/Transparency-in-Coverage.aspx,427,115,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,"Educators Health Plans Life, Accident, and Health, Inc",37301,Yes,37301GA0010001,https://emihealth.com/emi/products/ga-policy-terms.aspx ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,"Educators Health Plans Life, Accident, and Health, Inc",37301,Yes,37301GA0010003,https://emihealth.com/emi/products/ga-policy-terms.aspx ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,"Educators Health Plans Life, Accident, and Health, Inc",37301,Yes,37301GA0010002,https://emihealth.com/emi/products/ga-policy-terms.aspx ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,"Educators Health Plans Life, Accident, and Health, Inc",37301,Yes,37301GA0010004,https://emihealth.com/emi/products/ga-policy-terms.aspx ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,Oscar Health Plan of Georgia,58081,Yes,58081GA0010006,https://www.hioscar.com/forms/2020/ga,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,Oscar Health Plan of Georgia,58081,Yes,58081GA0010001,https://www.hioscar.com/forms/2020/ga,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,Oscar Health Plan of Georgia,58081,Yes,58081GA0010005,https://www.hioscar.com/forms/2020/ga,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,Oscar Health Plan of Georgia,58081,Yes,58081GA0010004,https://www.hioscar.com/forms/2020/ga,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,Oscar Health Plan of Georgia,58081,Yes,58081GA0010008,https://www.hioscar.com/forms/2020/ga,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,Oscar Health Plan of Georgia,58081,Yes,58081GA0010013,https://www.hioscar.com/forms/2020/ga,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,Oscar Health Plan of Georgia,58081,Yes,58081GA0010011,https://www.hioscar.com/forms/2020/ga,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,Oscar Health Plan of Georgia,58081,Yes,58081GA0010009,https://www.hioscar.com/forms/2020/ga,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,Oscar Health Plan of Georgia,58081,Yes,58081GA0010003,https://www.hioscar.com/forms/2020/ga,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,Oscar Health Plan of Georgia,58081,Yes,58081GA0010007,https://www.hioscar.com/forms/2020/ga,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,CareSource Georgia Co.,60224,Yes,60224GA0010002,https://www.caresource.com/ga/plans/marketplace/plan-documents/general-plan-information/  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15710&:refresh,N/A,N/A
GA,CareSource Georgia Co.,60224,Yes,60224GA0010004,https://www.caresource.com/ga/plans/marketplace/plan-documents/general-plan-information/  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15710&:refresh,N/A,N/A
GA,CareSource Georgia Co.,60224,Yes,60224GA0020005,https://www.caresource.com/ga/plans/marketplace/plan-documents/general-plan-information/  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15710&:refresh,N/A,N/A
GA,CareSource Georgia Co.,60224,Yes,60224GA0020003,https://www.caresource.com/ga/plans/marketplace/plan-documents/general-plan-information/  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15710&:refresh,N/A,N/A
GA,CareSource Georgia Co.,60224,Yes,60224GA0020002,https://www.caresource.com/ga/plans/marketplace/plan-documents/general-plan-information/  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15710&:refresh,N/A,N/A
GA,CareSource Georgia Co.,60224,Yes,60224GA0010006,https://www.caresource.com/ga/plans/marketplace/plan-documents/general-plan-information/  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15710&:refresh,N/A,N/A
GA,CareSource Georgia Co.,60224,Yes,60224GA0010001,https://www.caresource.com/ga/plans/marketplace/plan-documents/general-plan-information/  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15710&:refresh,N/A,N/A
GA,CareSource Georgia Co.,60224,Yes,60224GA0020001,https://www.caresource.com/ga/plans/marketplace/plan-documents/general-plan-information/  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15710&:refresh,N/A,N/A
GA,CareSource Georgia Co.,60224,Yes,60224GA0010003,https://www.caresource.com/ga/plans/marketplace/plan-documents/general-plan-information/  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15710&:refresh,N/A,N/A
GA,CareSource Georgia Co.,60224,Yes,60224GA0020004,https://www.caresource.com/ga/plans/marketplace/plan-documents/general-plan-information/  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15710&:refresh,N/A,N/A
GA,CareSource Georgia Co.,60224,Yes,60224GA0010005,https://www.caresource.com/ga/plans/marketplace/plan-documents/general-plan-information/  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15710&:refresh,N/A,N/A
GA,"Dominion Dental Services, Inc.",64357,Yes,64357GA0010002,https://www.dominionnational.com/sites/default/files/Misc/Transparency_in_Coverage_URL_requirements%20PY%202020%20version.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,"Dominion Dental Services, Inc.",64357,Yes,64357GA0010001,https://www.dominionnational.com/sites/default/files/Misc/Transparency_in_Coverage_URL_requirements%20PY%202020%20version.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,"Dominion Dental Services, Inc.",64357,Yes,64357GA0010005,https://www.dominionnational.com/sites/default/files/Misc/Transparency_in_Coverage_URL_requirements%20PY%202020%20version.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,"Dominion Dental Services, Inc.",64357,Yes,64357GA0010003,https://www.dominionnational.com/sites/default/files/Misc/Transparency_in_Coverage_URL_requirements%20PY%202020%20version.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,"Dominion Dental Services, Inc.",64357,Yes,64357GA0010004,https://www.dominionnational.com/sites/default/files/Misc/Transparency_in_Coverage_URL_requirements%20PY%202020%20version.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,"Dominion Dental Services, Inc.",64357,Yes,64357GA0010006,https://www.dominionnational.com/sites/default/files/Misc/Transparency_in_Coverage_URL_requirements%20PY%202020%20version.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,Missing URL,N/A,N/A
GA,Renaissance Life & Health Insurance Company of America,73231,No,73231GA0070003,https://renadental.wpengine.com/affordable-care-act-coverage/,6849,2235,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=61700&:refresh,N/A,N/A
GA,Renaissance Life & Health Insurance Company of America,73231,No,73231GA0070004,https://renadental.wpengine.com/affordable-care-act-coverage/,6849,2235,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=61700&:refresh,N/A,N/A
GA,Renaissance Life & Health Insurance Company of America,73231,No,73231GA0080003,https://renadental.wpengine.com/affordable-care-act-coverage/,6849,2235,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=61700&:refresh,N/A,N/A
GA,Renaissance Life & Health Insurance Company of America,73231,No,73231GA0080004,https://renadental.wpengine.com/affordable-care-act-coverage/,6849,2235,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=61700&:refresh,N/A,N/A
GA,"DSM USA Insurance Company, Inc.",68806,No,68806GA0010001,http://www.dentaquest.com/marketplace/transparency-in-coverage/,2436,1059,**,**,**,**,**,**,**,**,**,**,**,**,N/A,**,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67636&:refresh,***,***
GA,"DSM USA Insurance Company, Inc.",68806,No,68806GA0010003,http://www.dentaquest.com/marketplace/transparency-in-coverage/,2436,1059,**,**,**,**,**,**,742,347,**,**,**,**,N/A,12,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67636&:refresh,***,***
GA,"DSM USA Insurance Company, Inc.",68806,No,68806GA0010004,http://www.dentaquest.com/marketplace/transparency-in-coverage/,2436,1059,**,**,**,**,**,**,1693,712,**,**,**,11,N/A,84,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67636&:refresh,2657,2517
GA,Humana Insurance Company,37001,No,37001GA0540002,https://www.humana.com/member/plain-language-policy,11115,5429,19,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=73288&:refresh,N/A,N/A
GA,Ambetter of Peach State Inc.,70893,No,70893GA0010002,https://ambetter.pshpgeorgia.com/resources/handbooks-forms/transparency-notice-2020.html,5204713,977496,1820,427,23.5%,**,**,**,578086,129104,17545,4927,**,288,15,106329,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15729&:refresh,20875,4643
GA,Ambetter of Peach State Inc.,70893,No,70893GA0010006,https://ambetter.pshpgeorgia.com/resources/handbooks-forms/transparency-notice-2020.html,5204713,977496,1820,427,23.5%,**,**,**,450991,71568,10466,3161,**,104,**,57828,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15729&:refresh,29016,10204
GA,Ambetter of Peach State Inc.,70893,No,70893GA0010009,https://ambetter.pshpgeorgia.com/resources/handbooks-forms/transparency-notice-2020.html,5204713,977496,1820,427,23.5%,**,**,**,3927401,720220,104369,28232,**,1070,44,586505,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15729&:refresh,125733,30557
GA,Ambetter of Peach State Inc.,70893,No,70893GA0010051,https://ambetter.pshpgeorgia.com/resources/handbooks-forms/transparency-notice-2020.html,5204713,977496,1820,427,23.5%,**,**,**,71935,16631,3038,663,**,13,**,12917,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15729&:refresh,5175,452
GA,Ambetter of Peach State Inc.,70893,No,70893GA0030001,https://ambetter.pshpgeorgia.com/resources/handbooks-forms/transparency-notice-2020.html,5204713,977496,1820,427,23.5%,**,**,**,176300,39973,5837,1544,**,81,**,32507,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15729&:refresh,5794,1313
GA,TRUASSURE INSURANCE COMPANY,22500,No,22500GA0010001,www.truassure.com/aca-plans,635,91,**,**,**,**,**,**,111,15,**,**,**,**,N/A,**,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=92525&:refresh,151,97
GA,TRUASSURE INSURANCE COMPANY,22500,No,22500GA0020001,www.truassure.com/aca-plans,635,91,**,**,**,**,**,**,524,76,**,**,**,**,N/A,**,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=92525&:refresh,290,245
GA,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",49046,No,49046GA0410014,www.anthem.com/claims,2754610,141186,216,40,18.5%,**,**,**,11308,3959,209,14,876,**,5510,2845,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,472,515
GA,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",49046,No,49046GA0410015,www.anthem.com/claims,2754610,141186,216,40,18.5%,**,**,**,46782,11458,601,50,3444,**,36,7297,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,1457,284
GA,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",49046,No,49046GA0410017,www.anthem.com/claims,2754610,141186,216,40,18.5%,**,**,**,96010,23703,990,92,7215,**,112,15288,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,3046,461
GA,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",49046,No,49046GA0410022,www.anthem.com/claims,2754610,141186,216,40,18.5%,**,**,**,77128,19326,852,56,5695,**,201,12464,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,3086,606
GA,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",49046,No,49046GA0410023,www.anthem.com/claims,2754610,141186,216,40,18.5%,**,**,**,89100,26780,1004,50,4736,**,97,18646,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,1588,660
GA,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",49046,No,49046GA0410032,www.anthem.com/claims,2754610,141186,216,40,18.5%,**,**,**,580911,160312,5467,232,40679,**,599,112954,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,10583,3918
GA,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",49046,No,49046GA0410039,www.anthem.com/claims,2754610,141186,216,40,18.5%,**,**,**,4494,1791,145,**,334,**,**,1310,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,95,122
GA,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",49046,No,49046GA0410043,www.anthem.com/claims,2754610,141186,216,40,18.5%,**,**,**,6740,2170,87,12,602,**,**,1476,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,107,24
GA,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",49046,No,49046GA0410047,www.anthem.com/claims,2754610,141186,216,40,18.5%,**,**,**,12045,2819,149,**,1067,**,**,2759,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,195,33
GA,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",49046,No,49046GA0410063,www.anthem.com/claims,2754610,141186,216,40,18.5%,**,**,**,13461,3471,182,13,1036,**,21,2224,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,225,65
GA,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",49046,No,49046GA0410093,www.anthem.com/claims,2754610,141186,216,40,18.5%,**,**,**,745,277,**,**,46,**,**,231,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,***,14
GA,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",49046,No,49046GA0410097,www.anthem.com/claims,2754610,141186,216,40,18.5%,**,**,**,4521,1348,100,11,303,**,**,844,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96962&:refresh,65,118
GA,Alliant Health Plans,83761,No,83761GA0040002,http://alliantplans.com/members/understanding-my-insurance-transparency-information/,608701,38668,5676,2860,50.4%,46,17,37.0%,98292,15939,5216,3207,25,487,**,7003,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=11256&:refresh,11620,695
GA,Alliant Health Plans,83761,No,83761GA0040017,http://alliantplans.com/members/understanding-my-insurance-transparency-information/,608701,38668,5676,2860,50.4%,46,17,37.0%,210781,35198,13599,6696,63,1396,**,13440,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=11256&:refresh,21629,2976
GA,Alliant Health Plans,83761,No,83761GA0040021,http://alliantplans.com/members/understanding-my-insurance-transparency-information/,608701,38668,5676,2860,50.4%,46,17,37.0%,12126,2131,615,505,**,120,**,882,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=11256&:refresh,2133,975
