,StandardComponentId,PlanId,IssuerId,NetworkId,ServiceAreaId,PlanType,MetalLevel,PlanVariantMarketingName,Asthma Management Program,Depression Management Program,Diabetes Management Program,Heart Disease Management Program,High Blood Pressure & High Cholesterol Management Program,Low Back Pain Management Program,No Management Program,Pain Management Program,Pregnancy Management Program,Weight Loss Management Program,Issuer_Name,Issuer_ID,Issuer_Denial_rate,Plan_denial_rate,Disenrollment_Rate
241,16842FL0120062,16842FL0120062-00,16842,FLN002,FLS002,EPO,Platinum,BlueSelect Platinum 1451,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,70.79,25.86
242,16842FL0120062,16842FL0120062-02,16842,FLN002,FLS002,EPO,Platinum,BlueSelect Platinum 1451,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,70.79,25.86
243,16842FL0120068,16842FL0120068-03,16842,FLN002,FLS002,EPO,Expanded Bronze,BlueSelect Bronze 1449,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.13,5.42
244,16842FL0120068,16842FL0120068-01,16842,FLN002,FLS002,EPO,Expanded Bronze,BlueSelect Bronze 1449,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.13,5.42
245,16842FL0120068,16842FL0120068-00,16842,FLN002,FLS002,EPO,Expanded Bronze,BlueSelect Bronze 1449,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.13,5.42
246,16842FL0120068,16842FL0120068-02,16842,FLN002,FLS002,EPO,Expanded Bronze,BlueSelect Bronze 1449,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.13,5.42
247,16842FL0120070,16842FL0120070-01,16842,FLN002,FLS002,EPO,Platinum,BlueSelect Platinum 1457,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.63,22.61
248,16842FL0120070,16842FL0120070-03,16842,FLN002,FLS002,EPO,Platinum,BlueSelect Platinum 1457,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.63,22.61
249,16842FL0120070,16842FL0120070-00,16842,FLN002,FLS002,EPO,Platinum,BlueSelect Platinum 1457,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.63,22.61
250,16842FL0120070,16842FL0120070-02,16842,FLN002,FLS002,EPO,Platinum,BlueSelect Platinum 1457,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.63,22.61
251,16842FL0120072,16842FL0120072-00,16842,FLN002,FLS002,EPO,Silver,BlueSelect Silver 1443,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.03,10.71
252,16842FL0120072,16842FL0120072-03,16842,FLN002,FLS002,EPO,Silver,BlueSelect Silver 1443,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.03,10.71
253,16842FL0120072,16842FL0120072-01,16842,FLN002,FLS002,EPO,Silver,BlueSelect Silver 1443,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.03,10.71
254,16842FL0120072,16842FL0120072-05,16842,FLN002,FLS002,EPO,Silver,BlueSelect Silver 1443,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.03,10.71
255,16842FL0120072,16842FL0120072-04,16842,FLN002,FLS002,EPO,Silver,BlueSelect Silver 1443,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.03,10.71
256,16842FL0120072,16842FL0120072-06,16842,FLN002,FLS002,EPO,Silver,BlueSelect Silver 1443,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.03,10.71
257,16842FL0120072,16842FL0120072-02,16842,FLN002,FLS002,EPO,Silver,BlueSelect Silver 1443,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.03,10.71
258,16842FL0120076,16842FL0120076-01,16842,FLN002,FLS002,EPO,Gold,BlueSelect Gold 1535,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.84,13.25
259,16842FL0120076,16842FL0120076-03,16842,FLN002,FLS002,EPO,Gold,BlueSelect Gold 1535,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.84,13.25
260,16842FL0120076,16842FL0120076-00,16842,FLN002,FLS002,EPO,Gold,BlueSelect Gold 1535,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.84,13.25
261,16842FL0120076,16842FL0120076-02,16842,FLN002,FLS002,EPO,Gold,BlueSelect Gold 1535,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.84,13.25
262,16842FL0120078,16842FL0120078-03,16842,FLN002,FLS002,EPO,Expanded Bronze,BlueSelect Bronze 1735,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.25,9.26
263,16842FL0120078,16842FL0120078-01,16842,FLN002,FLS002,EPO,Expanded Bronze,BlueSelect Bronze (HSA) 1735,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.25,9.26
264,16842FL0120078,16842FL0120078-02,16842,FLN002,FLS002,EPO,Expanded Bronze,BlueSelect Bronze 1735,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.25,9.26
265,16842FL0120078,16842FL0120078-00,16842,FLN002,FLS002,EPO,Expanded Bronze,BlueSelect Bronze (HSA) 1735,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.25,9.26
266,16842FL0120080,16842FL0120080-02,16842,FLN002,FLS002,EPO,Silver,BlueSelect Silver 1736S,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.0,23.72
267,16842FL0120080,16842FL0120080-04,16842,FLN002,FLS002,EPO,Silver,BlueSelect Silver 1736S,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.0,23.72
268,16842FL0120080,16842FL0120080-00,16842,FLN002,FLS002,EPO,Silver,BlueSelect Silver 1736S,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.0,23.72
269,16842FL0120080,16842FL0120080-01,16842,FLN002,FLS002,EPO,Silver,BlueSelect Silver 1736S,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.0,23.72
270,16842FL0120080,16842FL0120080-06,16842,FLN002,FLS002,EPO,Silver,BlueSelect Silver 1736S,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.0,23.72
271,16842FL0120080,16842FL0120080-05,16842,FLN002,FLS002,EPO,Silver,BlueSelect Silver 1736S,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.0,23.72
272,16842FL0120080,16842FL0120080-03,16842,FLN002,FLS002,EPO,Silver,BlueSelect Silver 1736S,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.0,23.72
273,16842FL0120082,16842FL0120082-02,16842,FLN002,FLS002,EPO,Expanded Bronze,BlueSelect Bronze 1737S,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.0,10.47
274,16842FL0120082,16842FL0120082-03,16842,FLN002,FLS002,EPO,Expanded Bronze,BlueSelect Bronze 1737S,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.0,10.47
275,16842FL0120082,16842FL0120082-01,16842,FLN002,FLS002,EPO,Expanded Bronze,BlueSelect Bronze 1737S,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.0,10.47
276,16842FL0120082,16842FL0120082-00,16842,FLN002,FLS002,EPO,Expanded Bronze,BlueSelect Bronze 1737S,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,0.0,10.47
277,16842FL0120086,16842FL0120086-01,16842,FLN002,FLS002,EPO,Gold,BlueSelect Gold 1835,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,1.62,5.9
278,16842FL0120086,16842FL0120086-02,16842,FLN002,FLS002,EPO,Gold,BlueSelect Gold 1835,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,1.62,5.9
279,16842FL0120086,16842FL0120086-00,16842,FLN002,FLS002,EPO,Gold,BlueSelect Gold 1835,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,1.62,5.9
280,16842FL0120086,16842FL0120086-03,16842,FLN002,FLS002,EPO,Gold,BlueSelect Gold 1835,1,1,1,1,1,0,0,1,1,0,Blue Cross and Blue Shield of Florida,16842.0,0.65,1.62,5.9
281,17121FL0020003,17121FL0020003-00,17121,FLN001,FLS001,PPO,High,BEST Dental Advantage - Gold,0,0,0,0,0,0,1,0,0,0,BEST Life and Health Insurance Company,17121.0,46.16,47.76,42.19
282,17121FL0020003,17121FL0020003-01,17121,FLN001,FLS001,PPO,High,BEST Dental Advantage - Gold,0,0,0,0,0,0,1,0,0,0,BEST Life and Health Insurance Company,17121.0,46.16,47.76,42.19
283,17121FL0020004,17121FL0020004-00,17121,FLN001,FLS001,PPO,High,BEST Dental Plus - Gold,0,0,0,0,0,0,1,0,0,0,BEST Life and Health Insurance Company,17121.0,46.16,42.13,58.84
284,17121FL0020004,17121FL0020004-01,17121,FLN001,FLS001,PPO,High,BEST Dental Plus - Gold,0,0,0,0,0,0,1,0,0,0,BEST Life and Health Insurance Company,17121.0,46.16,42.13,58.84
285,17121FL0020005,17121FL0020005-00,17121,FLN001,FLS001,PPO,Low,BEST Dental Plus - Silver,0,0,0,0,0,0,1,0,0,0,BEST Life and Health Insurance Company,17121.0,46.16,50.0,52.69
286,17121FL0020005,17121FL0020005-01,17121,FLN001,FLS001,PPO,Low,BEST Dental Plus - Silver,0,0,0,0,0,0,1,0,0,0,BEST Life and Health Insurance Company,17121.0,46.16,50.0,52.69
287,17121FL0020006,17121FL0020006-00,17121,FLN001,FLS001,PPO,Low,BEST Dental Basic - Silver,0,0,0,0,0,0,1,0,0,0,BEST Life and Health Insurance Company,17121.0,46.16,47.2,62.61
288,17121FL0020006,17121FL0020006-01,17121,FLN001,FLS001,PPO,Low,BEST Dental Basic - Silver,0,0,0,0,0,0,1,0,0,0,BEST Life and Health Insurance Company,17121.0,46.16,47.2,62.61
289,21663FL0130002,21663FL0130002-04,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.98,16.23
290,21663FL0130002,21663FL0130002-03,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.98,16.23
291,21663FL0130002,21663FL0130002-02,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.98,16.23
292,21663FL0130002,21663FL0130002-06,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.98,16.23
293,21663FL0130002,21663FL0130002-01,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.98,16.23
294,21663FL0130002,21663FL0130002-00,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.98,16.23
295,21663FL0130002,21663FL0130002-05,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 1 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.98,16.23
296,21663FL0130006,21663FL0130006-00,21663,FLN001,FLS002,EPO,Bronze,Ambetter Essential Care 1 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.29,13.02
297,21663FL0130006,21663FL0130006-01,21663,FLN001,FLS002,EPO,Bronze,Ambetter Essential Care 1 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.29,13.02
298,21663FL0130006,21663FL0130006-03,21663,FLN001,FLS002,EPO,Bronze,Ambetter Essential Care 1 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.29,13.02
299,21663FL0130006,21663FL0130006-02,21663,FLN001,FLS002,EPO,Bronze,Ambetter Essential Care 1 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.29,13.02
300,21663FL0130009,21663FL0130009-01,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,24.02,26.0
301,21663FL0130009,21663FL0130009-05,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,24.02,26.0
302,21663FL0130009,21663FL0130009-02,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,24.02,26.0
303,21663FL0130009,21663FL0130009-04,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,24.02,26.0
304,21663FL0130009,21663FL0130009-06,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,24.02,26.0
305,21663FL0130009,21663FL0130009-00,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,24.02,26.0
306,21663FL0130009,21663FL0130009-03,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 4 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,24.02,26.0
456,21663FL0130070,21663FL0130070-00,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.81,6.04
457,21663FL0130070,21663FL0130070-06,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.81,6.04
458,21663FL0130070,21663FL0130070-05,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.81,6.04
459,21663FL0130070,21663FL0130070-04,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.81,6.04
460,21663FL0130070,21663FL0130070-03,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.81,6.04
461,21663FL0130070,21663FL0130070-01,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.81,6.04
462,21663FL0130070,21663FL0130070-02,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 5 (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,23.81,6.04
463,21663FL0150001,21663FL0150001-01,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,25.13,21.01
464,21663FL0150001,21663FL0150001-05,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,25.13,21.01
465,21663FL0150001,21663FL0150001-02,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,25.13,21.01
466,21663FL0150001,21663FL0150001-06,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,25.13,21.01
467,21663FL0150001,21663FL0150001-03,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,25.13,21.01
468,21663FL0150001,21663FL0150001-00,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,25.13,21.01
469,21663FL0150001,21663FL0150001-04,21663,FLN001,FLS002,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0,0,Celtic Insurance Company,21663.0,23.86,25.13,21.01
604,30115FL0010001,30115FL0010001-00,30115,FLN002,FLS001,PPO,Low,BlueDental Copayment Q,0,0,0,0,0,0,1,0,0,0,Florida Combined Life Insurance Company,30115.0,29.83,8.51,35.25
605,30115FL0010001,30115FL0010001-01,30115,FLN002,FLS001,PPO,Low,BlueDental Copayment Q,0,0,0,0,0,0,1,0,0,0,Florida Combined Life Insurance Company,30115.0,29.83,8.51,35.25
606,30115FL0020001,30115FL0020001-01,30115,FLN001,FLS001,PPO,High,BlueDental Choice Q,0,0,0,0,0,0,1,0,0,0,Florida Combined Life Insurance Company,30115.0,29.83,20.13,14.29
607,30115FL0020001,30115FL0020001-00,30115,FLN001,FLS001,PPO,High,BlueDental Choice Q,0,0,0,0,0,0,1,0,0,0,Florida Combined Life Insurance Company,30115.0,29.83,20.13,14.29
608,30115FL0040001,30115FL0040001-00,30115,FLN002,FLS001,PPO,Low,BlueDental Copayment QF,0,0,0,0,0,0,1,0,0,0,Florida Combined Life Insurance Company,30115.0,29.83,31.02,56.66
609,30115FL0040001,30115FL0040001-01,30115,FLN002,FLS001,PPO,Low,BlueDental Copayment QF,0,0,0,0,0,0,1,0,0,0,Florida Combined Life Insurance Company,30115.0,29.83,31.02,56.66
610,30115FL0050001,30115FL0050001-00,30115,FLN001,FLS001,PPO,High,BlueDental Choice QF,0,0,0,0,0,0,1,0,0,0,Florida Combined Life Insurance Company,30115.0,29.83,28.71,54.28
611,30115FL0050001,30115FL0050001-01,30115,FLN001,FLS001,PPO,High,BlueDental Choice QF,0,0,0,0,0,0,1,0,0,0,Florida Combined Life Insurance Company,30115.0,29.83,28.71,54.28
613,30252FL0020033,30252FL0020033-03,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1490,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.32,14.56
614,30252FL0020033,30252FL0020033-05,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1490,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.32,14.56
615,30252FL0020033,30252FL0020033-04,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1490,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.32,14.56
616,30252FL0020033,30252FL0020033-00,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1490,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.32,14.56
617,30252FL0020033,30252FL0020033-06,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1490,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.32,14.56
618,30252FL0020033,30252FL0020033-01,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1490,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.32,14.56
619,30252FL0020033,30252FL0020033-02,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1490,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.32,14.56
620,30252FL0020044,30252FL0020044-03,30252,FLN001,FLS001,HMO,Bronze,BlueCare Bronze 1486,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,3.32,18.77
621,30252FL0020044,30252FL0020044-00,30252,FLN001,FLS001,HMO,Bronze,BlueCare Bronze 1486,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,3.32,18.77
622,30252FL0020044,30252FL0020044-01,30252,FLN001,FLS001,HMO,Bronze,BlueCare Bronze 1486,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,3.32,18.77
623,30252FL0020044,30252FL0020044-02,30252,FLN001,FLS001,HMO,Bronze,BlueCare Bronze 1486,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,3.32,18.77
624,30252FL0020060,30252FL0020060-06,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1498,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,7.85,33.71
625,30252FL0020060,30252FL0020060-02,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1498,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,7.85,33.71
626,30252FL0020060,30252FL0020060-00,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1498,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,7.85,33.71
627,30252FL0020060,30252FL0020060-03,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1498,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,7.85,33.71
628,30252FL0020060,30252FL0020060-01,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1498,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,7.85,33.71
629,30252FL0020060,30252FL0020060-05,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1498,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,7.85,33.71
630,30252FL0020060,30252FL0020060-04,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1498,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,7.85,33.71
631,30252FL0020062,30252FL0020062-03,30252,FLN001,FLS001,HMO,Platinum,BlueCare Platinum 1485,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,63.22,23.71
632,30252FL0020062,30252FL0020062-02,30252,FLN001,FLS001,HMO,Platinum,BlueCare Platinum 1485,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,63.22,23.71
633,30252FL0020062,30252FL0020062-01,30252,FLN001,FLS001,HMO,Platinum,BlueCare Platinum 1485,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,63.22,23.71
634,30252FL0020062,30252FL0020062-00,30252,FLN001,FLS001,HMO,Platinum,BlueCare Platinum 1485,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,63.22,23.71
635,30252FL0020066,30252FL0020066-01,30252,FLN001,FLS001,HMO,Expanded Bronze,BlueCare Bronze 1483,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.23,5.01
636,30252FL0020066,30252FL0020066-00,30252,FLN001,FLS001,HMO,Expanded Bronze,BlueCare Bronze 1483,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.23,5.01
637,30252FL0020066,30252FL0020066-02,30252,FLN001,FLS001,HMO,Expanded Bronze,BlueCare Bronze 1483,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.23,5.01
638,30252FL0020066,30252FL0020066-03,30252,FLN001,FLS001,HMO,Expanded Bronze,BlueCare Bronze 1483,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.23,5.01
639,30252FL0020068,30252FL0020068-03,30252,FLN001,FLS001,HMO,Platinum,BlueCare Platinum 1491,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,1.95,22.56
640,30252FL0020068,30252FL0020068-02,30252,FLN001,FLS001,HMO,Platinum,BlueCare Platinum 1491,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,1.95,22.56
641,30252FL0020068,30252FL0020068-01,30252,FLN001,FLS001,HMO,Platinum,BlueCare Platinum 1491,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,1.95,22.56
642,30252FL0020068,30252FL0020068-00,30252,FLN001,FLS001,HMO,Platinum,BlueCare Platinum 1491,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,1.95,22.56
643,30252FL0020070,30252FL0020070-03,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1477,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.01,8.26
644,30252FL0020070,30252FL0020070-04,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1477,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.01,8.26
645,30252FL0020070,30252FL0020070-06,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1477,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.01,8.26
646,30252FL0020070,30252FL0020070-00,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1477,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.01,8.26
647,30252FL0020070,30252FL0020070-05,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1477,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.01,8.26
648,30252FL0020070,30252FL0020070-01,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1477,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.01,8.26
649,30252FL0020070,30252FL0020070-02,30252,FLN001,FLS001,HMO,Silver,BlueCare Silver 1477,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.01,8.26
650,30252FL0020074,30252FL0020074-01,30252,FLN001,FLS001,HMO,Gold,BlueCare Gold 1565,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.92,13.99
651,30252FL0020074,30252FL0020074-02,30252,FLN001,FLS001,HMO,Gold,BlueCare Gold 1565,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.92,13.99
652,30252FL0020074,30252FL0020074-00,30252,FLN001,FLS001,HMO,Gold,BlueCare Gold 1565,1,1,1,1,1,0,0,1,1,0,"Health Options, Inc.",30252.0,0.49,0.92,13.99
